INFO:main:n_100m_64k_10p_0.2.txt:, running time: 281.6531643748749, res: [0, 0, 0, 0, 0, 0, 0, 0, 0, 27], res_th: [383, 383, 383, 383, 383, 383, 383, 383, 383, 383], training_time: [15.822431833017617, 18.40701570804231, 14.506505749886855, 15.505757125094533, 14.390827917028219, 18.17355062509887, 14.246207999996841, 73.66967987501994, 18.554893666878343, 74.34048670809716], mapping_time: [0.4024088748265058, 0.3986687089782208, 0.3977924999780953, 0.39885112503543496, 0.4002441659104079, 0.39654699992388487, 0.401653999928385, 0.3991939171683043, 0.40117745799943805, 0.4083615830168128]
INFO:main:n_100m_36k_10p_0.2.txt:, running time: 237.0254075829871, res: [12, 7, 12, 8, 9, 8, 8, 0, 8, 12], res_th: [148, 148, 148, 148, 148, 148, 148, 148, 148, 148], training_time: [43.68623341713101, 9.160073124803603, 43.51548366714269, 10.664903541095555, 9.467776583041996, 43.93445033300668, 9.428850707830861, 10.053733416134492, 43.51861375011504, 10.227761582937092], mapping_time: [0.3322624589782208, 0.3359045418910682, 0.33802754199132323, 0.3342482498846948, 0.33422362501733005, 0.3345344169065356, 0.33277391688898206, 0.33549529197625816, 0.3417963329702616, 0.3312677079811692]
INFO:main:n_100m_58k_10p_0.2.txt:, running time: 291.1789141250774, res: [25, 0, 33, 0, 9, 23, 0, 18, 22, 0], res_th: [362, 362, 362, 362, 362, 362, 362, 362, 362, 362], training_time: [14.808911083033308, 14.402676625177264, 13.995358666870743, 62.04491341696121, 14.26531391707249, 12.415910207899287, 16.36043820809573, 62.306135166902095, 62.181930208113045, 14.641780042089522], mapping_time: [0.3751572500914335, 0.3725587499793619, 0.3775915000587702, 0.37095550005324185, 0.36896274983882904, 0.37562841596081853, 0.37627379200421274, 0.3701371669303626, 0.3686796249821782, 0.37448604218661785]
INFO:main:n_100m_28k_10p_0.2.txt:, running time: 119.08942687511444, res: [5, 5, 4, 5, 6, 4, 4, 4, 5, 5], res_th: [162, 162, 162, 162, 162, 162, 162, 162, 162, 162], training_time: [7.625189332989976, 6.89176862500608, 7.22787795891054, 30.115119208814576, 30.19892816711217, 7.198558333097026, 6.563603416085243, 6.297101709060371, 6.384712625062093, 7.4270342090167105], mapping_time: [0.31457041716203094, 0.31127774994820356, 0.3059066249988973, 0.3082994588185102, 0.3188681660685688, 0.30257108295336366, 0.30684541701339185, 0.3039706670679152, 0.30138099985197186, 0.3157437501940876]
INFO:main:n_100m_68k_10p_0.2.txt:, running time: 366.56330379191786, res: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], res_th: [362, 362, 362, 362, 362, 362, 362, 362, 362, 362], training_time: [78.9810232501477, 18.227034125011414, 78.99430804210715, 79.19557804218493, 16.38341116695665, 18.786683166166767, 17.310162666020915, 18.187064124969766, 18.487664790824056, 17.923939125146717], mapping_time: [0.40642416616901755, 0.4041567500680685, 0.404433875111863, 0.40228008409030735, 0.4063372081145644, 0.4082192920614034, 0.40669304109178483, 0.40616720798425376, 0.4081876249983907, 0.4017997910268605]
INFO:main:n_100m_78k_10p_0.2.txt:, running time: 338.3524756669067, res: [0, 0, 0, 0, 0, 0, 0, 0, 31, 0], res_th: [461, 461, 461, 461, 461, 461, 461, 461, 461, 461], training_time: [21.63420074991882, 17.34302324987948, 18.110752291046083, 18.203619125066325, 18.14554079202935, 22.348828708054498, 21.50047245901078, 20.140376041876152, 88.33414791687392, 88.2484851249028], mapping_time: [0.42298145894892514, 0.4294461249373853, 0.4345195419155061, 0.44465250009670854, 0.430914374999702, 0.43043616716749966, 0.4254426248371601, 0.44139429088681936, 0.41684337495826185, 0.42880816711112857]
INFO:main:n_100m_38k_10p_0.2.txt:, running time: 217.58917133300565, res: [11, 8, 9, 13, 11, 8, 14, 11, 8, 0], res_th: [169, 169, 169, 169, 169, 169, 169, 169, 169, 169], training_time: [46.649423958035186, 10.68744545779191, 10.755188125185668, 10.593072291929275, 46.44672179198824, 10.372288000071421, 11.015288457972929, 11.527950457995757, 46.387186290929094, 9.74836541712284], mapping_time: [0.33909945795312524, 0.3383632090408355, 0.3391530830413103, 0.33457025000825524, 0.3437716669868678, 0.33897175011225045, 0.33922379091382027, 0.33600270794704556, 0.34232416609302163, 0.33685516589321196]
INFO:main:n_100m_48k_10p_0.2.txt:, running time: 210.62784954090603, res: [16, 24, 0, 23, 0, 22, 0, 0, 0, 22], res_th: [232, 232, 232, 232, 232, 232, 232, 232, 232, 232], training_time: [54.6354824998416, 10.796737042022869, 13.062439708970487, 10.95702337496914, 12.314361457945779, 12.842123541980982, 12.660692875040695, 54.24319829209708, 13.520437707891688, 12.017213165992871], mapping_time: [0.34834554186090827, 0.35547600011341274, 0.35403924994170666, 0.3613305832259357, 0.3492666659876704, 0.3635005420073867, 0.351166833890602, 0.36067220801487565, 0.3536407919600606, 0.3594305419828743]
INFO:main:n_100m_50k_10p_0.2.txt:, running time: 159.94136437494308, res: [22, 21, 25, 19, 14, 20, 20, 18, 21, 17], res_th: [317, 317, 317, 317, 317, 317, 317, 317, 317, 317], training_time: [11.766421541105956, 12.743048459058627, 11.862903875065967, 10.902925958158448, 52.699179666815326, 12.288830125005916, 10.961444417014718, 10.606734500033781, 10.471309042070061, 12.037531957961619], mapping_time: [0.35749304108321667, 0.35446287505328655, 0.3547981248702854, 0.3540657500270754, 0.3636282500810921, 0.3528318330645561, 0.35920987487770617, 0.3625571250449866, 0.3568176671396941, 0.36130054108798504]
INFO:main:n_100m_42k_10p_0.2.txt:, running time: 229.29764554090798, res: [18, 0, 13, 0, 13, 0, 0, 0, 20, 13], res_th: [333, 333, 333, 333, 333, 333, 333, 333, 333, 333], training_time: [42.215780874947086, 9.86286629200913, 42.15726733300835, 10.315884666983038, 10.510060667060316, 8.725862791994587, 8.728320458903909, 42.17883954197168, 9.065047834068537, 42.14426149986684], mapping_time: [0.34039495908655226, 0.33888912480324507, 0.3366812919266522, 0.33194762491621077, 0.3407927919179201, 0.3364432498347014, 0.34130554203875363, 0.3336869580671191, 0.33194495900534093, 0.3421995828393847]
INFO:main:n_100m_26k_10p_0.2.txt:, running time: 69.30165270878933, res: [4, 5, 3, 6, 4, 3, 6, 4, 5, 6], res_th: [122, 122, 122, 122, 122, 122, 122, 122, 122, 122], training_time: [6.726161916973069, 6.815762583864853, 6.610693250084296, 7.449622124899179, 6.890121417120099, 5.8729664999991655, 7.131178207928315, 5.7233783330302685, 6.98227999988012, 6.034647749969736], mapping_time: [0.3007558330427855, 0.3021968340035528, 0.30371887516230345, 0.3102675420232117, 0.30205487506464124, 0.3037605839781463, 0.3046766249462962, 0.3116274999920279, 0.30280633294023573, 0.30972504196688533]
INFO:main:n_100m_74k_10p_0.2.txt:, running time: 329.0796926252078, res: [26, 0, 26, 0, 0, 24, 26, 0, 0, 0], res_th: [347, 347, 347, 347, 347, 347, 347, 347, 347, 347], training_time: [22.06096729193814, 19.18779370910488, 16.892315374920145, 21.277083750115708, 18.65389550011605, 85.94098974997178, 17.74729183409363, 17.317285500001162, 86.09058699989691, 19.733133625006303], mapping_time: [0.41103320894762874, 0.40902337501756847, 0.4145113748963922, 0.4088081670925021, 0.41882862499915063, 0.41335345804691315, 0.4179390000645071, 0.4152220420073718, 0.41682983306236565, 0.408950500190258]
INFO:main:n_100m_34k_10p_0.2.txt:, running time: 188.09778708405793, res: [7, 10, 7, 9, 12, 9, 8, 2, 4, 14], res_th: [163, 163, 163, 163, 163, 163, 163, 163, 163, 163], training_time: [40.63912854203954, 8.029228667030111, 8.459381999913603, 8.315801459131762, 40.607010249979794, 40.57090720790438, 8.721277291886508, 8.240250500151888, 11.819846415892243, 9.401183666894212], mapping_time: [0.32572775008156896, 0.3265136668924242, 0.33356229099445045, 0.3274567499756813, 0.33189570787362754, 0.32396904192864895, 0.32081074989400804, 0.32201441703364253, 0.3307620829436928, 0.33569824998266995]
INFO:main:n_100m_66k_10p_0.2.txt:, running time: 442.26635300018825, res: [0, 36, 0, 0, 0, 0, 0, 0, 12, 0], res_th: [367, 367, 367, 367, 367, 367, 367, 367, 367, 367], training_time: [16.51637224992737, 16.011509124888107, 72.46230516699143, 72.47455408400856, 16.3533213341143, 72.21083491691388, 72.19129987503402, 72.15561245800927, 14.000933291157708, 13.937774250051007], mapping_time: [0.3919044998474419, 0.39409379102289677, 0.3954186250921339, 0.3997391250450164, 0.394694333197549, 0.38733454095199704, 0.3878254999872297, 0.3886053329333663, 0.3902457500807941, 0.39348800014704466]
INFO:main:n_100m_44k_10p_0.2.txt:, running time: 282.3546019999776, res: [0, 26, 0, 20, 19, 14, 19, 18, 13, 0], res_th: [237, 237, 237, 237, 237, 237, 237, 237, 237, 237], training_time: [12.415818332927302, 12.506784874945879, 12.35852266708389, 51.340203874977306, 12.30578645807691, 10.89439083286561, 51.46315779117867, 12.445133625064045, 51.58170395786874, 51.48393541597761], mapping_time: [0.3457717909477651, 0.35778233292512596, 0.3520909589715302, 0.35725266579538584, 0.3555982077959925, 0.3568823749665171, 0.35707437503151596, 0.3534639161080122, 0.3498992919921875, 0.35203533293679357]
INFO:main:n_100m_56k_10p_0.2.txt:, running time: 318.1834428340662, res: [25, 0, 17, 17, 0, 0, 0, 0, 0, 18], res_th: [394, 394, 394, 394, 394, 394, 394, 394, 394, 394], training_time: [14.276128666941077, 13.1357812078204, 11.579547667177394, 58.5539433748927, 59.07760008308105, 59.16281958296895, 58.64748916681856, 12.55421079089865, 12.992635833099484, 14.462672916939482], mapping_time: [0.3724823340307921, 0.37021379196085036, 0.3644288338255137, 0.3776330000255257, 0.3703220000024885, 0.3699897911865264, 0.3751772919204086, 0.3739374168217182, 0.36681970790959895, 0.36715783388353884]
INFO:main:n_100m_32k_10p_0.2.txt:, running time: 168.73176879086532, res: [14, 8, 5, 8, 0, 11, 0, 9, 7, 0], res_th: [154, 154, 154, 154, 154, 154, 154, 154, 154, 154], training_time: [8.46021258411929, 35.975348125211895, 7.562412250088528, 8.130734749836847, 8.406263957964256, 8.54926333297044, 36.08724462497048, 35.795129500096664, 9.346463249996305, 7.241028666961938], mapping_time: [0.3238135417923331, 0.3219432078767568, 0.3130745419766754, 0.314377750037238, 0.3112916660029441, 0.324697749922052, 0.3104797911364585, 0.31718320795334876, 0.31068354193121195, 0.3131398339755833]
INFO:main:n_100m_60k_10p_0.2.txt:, running time: 195.6608302919194, res: [34, 0, 0, 0, 0, 20, 0, 0, 0, 0], res_th: [381, 381, 381, 381, 381, 381, 381, 381, 381, 381], training_time: [13.826158124953508, 13.380953958956525, 13.711847041035071, 10.850026625208557, 14.765220291912556, 64.36871362500824, 16.346916957991198, 13.424247791990638, 15.197543957969174, 15.92870600009337], mapping_time: [0.38212079205550253, 0.3790078340098262, 0.37459791684523225, 0.3788214579690248, 0.38187966705299914, 0.3916591249871999, 0.3832862079143524, 0.3780935830436647, 0.38067937502637506, 0.3805684158578515]
INFO:main:n_100m_20k_10p_0.2.txt:, running time: 95.39744195900857, res: [3, 3, 2, 2, 2, 4, 5, 3, 2, 1], res_th: [132, 132, 132, 132, 132, 132, 132, 132, 132, 132], training_time: [6.018391749821603, 4.784852791111916, 24.29655879200436, 5.626163833076134, 5.57328770798631, 5.149079167051241, 5.457769582979381, 5.398880416993052, 5.7604059998411685, 24.314061125041917], mapping_time: [0.2997441249899566, 0.3029892498161644, 0.30817700014449656, 0.30136474990285933, 0.2954291251953691, 0.30320091685280204, 0.3039941671304405, 0.2991764161270112, 0.2921811658889055, 0.2974083749577403]
INFO:main:n_100m_72k_10p_0.2.txt:, running time: 369.93937125010416, res: [0, 0, 36, 0, 23, 0, 25, 32, 46, 33], res_th: [395, 395, 395, 395, 395, 395, 395, 395, 395, 395], training_time: [19.146558749955148, 17.592788625042886, 18.505439915927127, 79.78366091707721, 17.873715082881972, 79.48280487512238, 79.42225454188883, 17.87595491693355, 18.628338999813423, 17.5028943750076], mapping_time: [0.4073821250349283, 0.40520787495188415, 0.4154567501973361, 0.4003903749398887, 0.40826808381825686, 0.40488979103975, 0.4193845421541482, 0.4084514998830855, 0.4143057498149574, 0.41059179208241403]
INFO:main:n_100m_46k_10p_0.2.txt:, running time: 100.34098079195246, res: [20, 18, 22, 16, 17, 14, 13, 28, 14, 14], res_th: [311, 311, 311, 311, 311, 311, 311, 311, 311, 311], training_time: [10.307260500034317, 9.290357499849051, 9.50208883290179, 9.169676958117634, 9.523763832869008, 9.078856624895707, 9.819051957922056, 11.73802504199557, 8.96524520800449, 9.33657924993895], mapping_time: [0.35787095804698765, 0.36879508290439844, 0.36759325000457466, 0.35557612497359514, 0.356028291862458, 0.35315412492491305, 0.3525722499471158, 0.3678417499177158, 0.35406045778654516, 0.35473799984902143]
INFO:main:n_100m_54k_10p_0.2.txt:, running time: 220.72981591708958, res: [23, 0, 0, 28, 15, 0, 0, 19, 0, 0], res_th: [272, 272, 272, 272, 272, 272, 272, 272, 272, 272], training_time: [12.976036499952897, 12.461317542009056, 10.80042687500827, 61.69537233398296, 10.606563040986657, 11.771015791920945, 11.183156040962785, 62.097622708184645, 10.389165583997965, 13.003660542191938], mapping_time: [0.3714964168611914, 0.3749222499318421, 0.37771812500432134, 0.3708785839844495, 0.3712937079835683, 0.3736538339871913, 0.3752609579823911, 0.3683098331093788, 0.36636816686950624, 0.3726662499830127]
INFO:main:n_100m_62k_10p_0.2.txt:, running time: 134.81136891711503, res: [0, 0, 0, 0, 0, 23, 0, 0, 0, 17], res_th: [284, 284, 284, 284, 284, 284, 284, 284, 284, 284], training_time: [13.391988959163427, 12.483071957947686, 12.868427874986082, 14.066748500103131, 15.133304125163704, 11.736638333881274, 12.207162874983624, 13.110249500023201, 12.352623082930222, 13.530502666952088], mapping_time: [0.40163495810702443, 0.3903169590048492, 0.38926100009121, 0.3885869581717998, 0.39916304196231067, 0.39337087515741587, 0.3857777921948582, 0.37819912494160235, 0.3872048750054091, 0.38671829202212393]
INFO:main:n_100m_30k_10p_0.2.txt:, running time: 62.89778087520972, res: [14, 11, 8, 9, 8, 8, 11, 9, 7, 13], res_th: [227, 227, 227, 227, 227, 227, 227, 227, 227, 227], training_time: [5.672786790877581, 6.298820041818544, 6.122179292142391, 6.30625308281742, 5.284879416925833, 6.545808875001967, 6.269538167165592, 5.911550750024617, 5.506709709065035, 5.757770333904773], mapping_time: [0.31106395786628127, 0.31406354205682874, 0.3158025830052793, 0.31879662489518523, 0.3140234579332173, 0.3158386661671102, 0.34664266696199775, 0.31338308309204876, 0.32081533409655094, 0.32082904200069606]
INFO:main:n_100m_70k_10p_0.2.txt:, running time: 229.03437970788218, res: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], res_th: [331, 331, 331, 331, 331, 331, 331, 331, 331, 331], training_time: [15.071804708102718, 12.065295416861773, 15.888267292175442, 15.620079000014812, 15.652379666920751, 83.04843079205602, 14.534847958944738, 17.92224841704592, 16.51019566692412, 18.61630312493071], mapping_time: [0.4052808750420809, 0.40879466687329113, 0.40374566591344774, 0.4056855000089854, 0.40455520804971457, 0.40422333404421806, 0.41092729195952415, 0.4101029171142727, 0.40511654200963676, 0.40685237501747906]
INFO:main:n_100m_22k_10p_0.2.txt:, running time: 49.42925158306025, res: [2, 2, 3, 2, 3, 2, 3, 2, 3, 3], res_th: [148, 148, 148, 148, 148, 148, 148, 148, 148, 148], training_time: [4.891021625138819, 4.48907612496987, 4.3248877502046525, 4.729723709169775, 4.9397526669781655, 4.6870148330926895, 4.254912666976452, 4.615262000123039, 5.3979254169389606, 4.10453245905228], mapping_time: [0.303832083940506, 0.30308883311226964, 0.3006381660234183, 0.301149541977793, 0.2946122910361737, 0.2950157909654081, 0.2980415001511574, 0.2945140830706805, 0.2898782908450812, 0.30095395911484957]
INFO:main:n_100m_52k_10p_0.2.txt:, running time: 116.5552096250467, res: [18, 19, 30, 17, 0, 17, 22, 0, 0, 18], res_th: [273, 273, 273, 273, 273, 273, 273, 273, 273, 273], training_time: [10.795564792118967, 11.66876900009811, 12.960715874796733, 10.881565707968548, 11.866619791835546, 11.589000457897782, 10.414817792130634, 10.990188542054966, 9.449900957988575, 12.20903337514028], mapping_time: [0.3696500421501696, 0.3658354999497533, 0.36836974998004735, 0.364689834183082, 0.3683727500028908, 0.36932395910844207, 0.3707359579857439, 0.3695788749027997, 0.37304620910435915, 0.3621123330667615]
INFO:main:n_100m_40k_10p_0.2.txt:, running time: 81.67883529211394, res: [15, 18, 15, 14, 12, 13, 13, 13, 12, 14], res_th: [274, 274, 274, 274, 274, 274, 274, 274, 274, 274], training_time: [8.095713875023648, 8.260559750022367, 8.564114290988073, 8.66952091618441, 8.387166749918833, 6.901431582868099, 6.978236000053585, 7.203288041986525, 7.242161167087033, 7.9918984160758555], mapping_time: [0.3291820839513093, 0.34883120912127197, 0.32510754209943116, 0.33191437483765185, 0.34141062502749264, 0.3422713750042021, 0.3438613750040531, 0.33308408316224813, 0.33037583297118545, 0.3369482920970768]
INFO:main:n_100m_76k_10p_0.2.txt:, running time: 168.16654883301817, res: [0, 0, 0, 0, 0, 26, 0, 0, 28, 0], res_th: [432, 432, 432, 432, 432, 432, 432, 432, 432, 432], training_time: [14.200485249981284, 15.761615208117291, 14.938223208067939, 18.6636799168773, 17.44223904213868, 15.205151458038017, 18.023495041998103, 15.34549208311364, 18.881132041104138, 15.447431250009686], mapping_time: [0.4266815830487758, 0.41148804081603885, 0.42540170904248953, 0.42443508305586874, 0.42031974997371435, 0.4209494579117745, 0.42472875001840293, 0.42304725013673306, 0.42146516707725823, 0.4243927909992635]
INFO:main:n_100m_24k_10p_0.2.txt:, running time: 75.1258215000853, res: [5, 5, 4, 3, 5, 5, 7, 3, 5, 3], res_th: [120, 120, 120, 120, 120, 120, 120, 120, 120, 120], training_time: [5.211524207843468, 4.916163875022903, 5.111056207912043, 5.085420791991055, 27.338814500020817, 5.128026958089322, 4.452708708122373, 4.769408290972933, 4.968714416958392, 5.096704791067168], mapping_time: [0.2952161659486592, 0.30113133299164474, 0.29867762490175664, 0.32252554199658334, 0.3075313330627978, 0.3007365830708295, 0.3049459159374237, 0.2960912080015987, 0.30980670801363885, 0.29685504199005663]
INFO:main:n_100m_64k_10p_0.2.txt:, running time: 144.05167649989016, res: [0, 36, 0, 0, 33, 0, 29, 29, 0, 0], res_th: [383, 383, 383, 383, 383, 383, 383, 383, 383, 383], training_time: [14.502896833000705, 12.752967666834593, 16.336346332915127, 11.813704791013151, 14.402566875098273, 16.693053249968216, 14.237864791881293, 11.895077707944438, 13.694466583896428, 13.638261208077893], mapping_time: [0.4063917910680175, 0.4042846669908613, 0.4088162500411272, 0.4021642080042511, 0.40066475002095103, 0.39678187505342066, 0.4009787910617888, 0.4086986668407917, 0.3991061251144856, 0.4254303330089897]
INFO:main:n_100m_36k_10p_0.2.txt:, running time: 121.50578537513502, res: [11, 15, 12, 0, 8, 0, 8, 11, 0, 8], res_th: [148, 148, 148, 148, 148, 148, 148, 148, 148, 148], training_time: [7.583479333901778, 7.843114416813478, 43.69329387508333, 7.452370167011395, 8.981795083032921, 7.903158208820969, 8.555063667008653, 9.745158167090267, 7.453499667113647, 8.941831334028393], mapping_time: [0.3240125421434641, 0.33257337496615946, 0.33166075008921325, 0.3296025840099901, 0.33664499991573393, 0.3384781670756638, 0.3334362090099603, 0.32978937518782914, 0.3375341668725014, 0.3414118338841945]
INFO:main:n_100m_58k_10p_0.2.txt:, running time: 124.85553666716442, res: [23, 28, 26, 0, 27, 0, 33, 0, 26, 27], res_th: [362, 362, 362, 362, 362, 362, 362, 362, 362, 362], training_time: [12.201670999871567, 11.701453041052446, 11.937582958023995, 10.889630583114922, 12.221505041932687, 13.667807375080884, 13.372593541862443, 11.513052833033726, 11.939938124967739, 11.596823208034039], mapping_time: [0.37797579099424183, 0.3838934579398483, 0.3779702920001, 0.3772965830285102, 0.3802529580425471, 0.3738778750412166, 0.3778163339011371, 0.3743803328834474, 0.3774912499357015, 0.3790270409081131]
INFO:main:n_100m_28k_10p_0.2.txt:, running time: 112.8371365419589, res: [7, 6, 6, 4, 1, 5, 4, 3, 8, 5], res_th: [162, 162, 162, 162, 162, 162, 162, 162, 162, 133], training_time: [5.703101541846991, 5.82309962506406, 5.367354915942997, 5.549153791973367, 6.295410249847919, 6.6123953748028725, 5.260752207832411, 6.668011042056605, 6.458160416921601, 56.020716125145555], mapping_time: [0.3074145840946585, 0.3058033329434693, 0.30712374998256564, 0.3059652498923242, 0.31765408301725984, 0.30144937499426305, 0.3040497910697013, 0.2978417919948697, 0.2998575840611011, 0.3172941249795258]
INFO:main:n_100m_68k_10p_0.2.txt:, running time: 213.7900288749952, res: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], res_th: [362, 362, 362, 362, 362, 362, 362, 362, 362, 362], training_time: [15.622160291997716, 14.162041124887764, 78.37605183408596, 14.515233708079904, 14.163061999948695, 13.97394512500614, 13.158571625128388, 13.979017457924783, 14.707816209178418, 17.0215842500329], mapping_time: [0.406765874940902, 0.39424237492494285, 0.4061574158258736, 0.403344624908641, 0.40055566700175405, 0.4103630408644676, 0.4107301668263972, 0.4013023329898715, 0.4100158337969333, 0.4066666660364717]
INFO:main:n_100m_78k_10p_0.2.txt:, running time: 168.98775479197502, res: [0, 0, 0, 0, 24, 0, 0, 0, 0, 0], res_th: [461, 461, 461, 461, 461, 461, 461, 461, 461, 461], training_time: [18.23254479211755, 15.210465959040448, 15.291898916941136, 15.299785375129431, 19.229162000119686, 18.520900124916807, 14.891295166919008, 14.983036166988313, 16.51632862491533, 16.417400042060763], mapping_time: [0.42025912506505847, 0.42533629201352596, 0.4378787078894675, 0.42393149994313717, 0.43007083307020366, 0.4395385840907693, 0.4451930420473218, 0.441018708050251, 0.46051649982109666, 0.4287860419135541]
